7	8.4	-77.014	167.01	0.000702	0.025
5.7	9.7	-79.773	169.77	0.000526	0.025
4.3	10.9	-69.273	159.27	0.000129	0.025
3	12.2	-1.5229	91.523	0.000147	0.025
7	10	-81.858	171.86	0.000457	0.025
5.7	11.2	61.507	28.493	0.000174	0.025
4.4	12.5	23.282	66.718	0.000235	0.025
8.3	10.2	-71.716	161.72	0.000273	0.025
7	11.5	44.486	45.514	0.000129	0.025
5.7	12.8	27.808	62.192	0.000259	0.025
9.7	10.5	-27.937	117.94	0.000129	0.025
8.3	11.8	6.9906	83.009	7.5e-05	0.025
7	13.1	34.477	55.523	0.000205	0.025
5.7	14.5	-4.5699	94.57	0.000158	0.025
9.6	12	38.741	51.259	0.000156	0.025
8.3	13.4	50.611	39.389	0.000186	0.025
7	14.8	8.7808	81.219	6.8e-05	0.025
11	12.2	53.691	36.309	0.000407	0.025
9.7	13.7	60.53	29.47	0.000399	0.025
8.3	15.1	62.306	27.694	6.3e-05	0.025
12.3	12.5	60.43	29.57	0.000582	0.025
11	13.9	61.873	28.127	0.000633	0.025
9.7	15.3	58.614	31.386	0.000221	0.025
8.3	16.7	-74.57	164.57	0.000201	0.025
12.3	14.1	64.147	25.853	0.000687	0.025
11	15.5	52.173	37.827	0.000283	0.025
9.7	17	-76.276	166.28	0.000223	0.025
13.6	14.3	68.458	21.542	0.000627	0.025
12.3	15.7	39.175	50.825	0.000278	0.025
11	17.2	-67.679	157.68	0.000162	0.025
14.9	14.4	74.869	15.131	0.000533	0.025
13.6	15.9	31.551	58.449	0.000194	0.025
12.3	17.4	-54.796	144.8	8.5e-05	0.025
11	18.9	-83.023	173.02	0.000239	0.025
14.9	16.1	38.035	51.965	0.000154	0.025
13.6	17.6	25.183	64.817	0.000167	0.025
12.4	19.1	15.747	74.253	0.000106	0.025
16.3	16.2	53.422	36.578	0.000319	0.025
15	17.8	22.637	67.363	0.000259	0.025
13.7	19.3	24.018	65.982	0.000223	0.025
