6.8888	47.726	NaN	NaN	NaN	0.084898	200.41	0.07
7.5139	48.583	NaN	NaN	NaN	0.30265	32.674	0.07
7.6962	48.527	NaN	NaN	NaN	0.32044	48.858	0.07
6.8957	47.724	NaN	NaN	NaN	-0.12167	199.89	0.07
7.8605	48.401	NaN	NaN	NaN	-0.096995	68.12	0.07
6.5121	47.937	NaN	NaN	NaN	0.26143	237.48	0.07
6.9061	47.722	NaN	NaN	NaN	-0.036768	199.07	0.07
7.1708	48.635	NaN	NaN	NaN	0.17495	1.0659	0.07
7.1617	48.634	NaN	NaN	NaN	-0.14034	0.24879	0.07
7.2706	48.618	NaN	NaN	NaN	0.13997	10.439	0.07
7.2798	48.618	NaN	NaN	NaN	0.34572	11.279	0.07
