23.542	56.916	NaN	NaN	NaN	0.095446	41.21	0.07
22.826	55.876	NaN	NaN	NaN	0.38339	44.153	0.07
17.449	53.474	NaN	NaN	NaN	0.68688	44.719	0.07
22.755	55.679	NaN	NaN	NaN	0.12649	44.854	0.07
18.009	53.411	NaN	NaN	NaN	-0.28509	46.568	0.07
18.927	53.573	NaN	NaN	NaN	-0.34907	47.825	0.07
19.601	53.007	NaN	NaN	NaN	-0.036192	52.52	0.07
20.459	52.71	NaN	NaN	NaN	-0.013052	55.817	0.07
20.476	52.697	NaN	NaN	NaN	0.19719	55.923	0.07
20.982	52.695	NaN	NaN	NaN	0.13792	56.734	0.07
28.84	53.3	NaN	NaN	NaN	-0.30614	61.241	0.07
29.402	53.358	NaN	NaN	NaN	0.4509	61.308	0.07
29.293	53.318	NaN	NaN	NaN	-0.16587	61.413	0.07
28.035	52.926	NaN	NaN	NaN	-0.24105	62.354	0.07
28.21	52.879	NaN	NaN	NaN	-0.5766	62.648	0.07
26.651	52.462	NaN	NaN	NaN	-0.52689	63.591	0.07
33.148	53.105	NaN	NaN	NaN	-0.30168	63.683	0.07
32.894	53.085	NaN	NaN	NaN	-0.23368	63.685	0.07
31.639	52.839	NaN	NaN	NaN	0.05426	64.222	0.07
26.683	52.25	NaN	NaN	NaN	-0.42497	64.582	0.07
26.699	52.196	NaN	NaN	NaN	0.12973	64.839	0.07
25.401	52.022	NaN	NaN	NaN	-0.41825	64.899	0.07
26.164	52.007	NaN	NaN	NaN	-0.16638	65.424	0.07
31.742	52.506	NaN	NaN	NaN	-0.011125	65.498	0.07
25.738	51.928	NaN	NaN	NaN	-0.58362	65.561	0.07
26.293	51.94	NaN	NaN	NaN	-0.2247	65.815	0.07
25.44	51.713	NaN	NaN	NaN	0.10523	66.444	0.07
25.437	51.681	NaN	NaN	NaN	-0.23642	66.6	0.07
29.306	52.005	NaN	NaN	NaN	0.20354	66.778	0.07
27.399	51.796	NaN	NaN	NaN	-0.38646	66.994	0.07
25.765	51.551	NaN	NaN	NaN	-0.56164	67.411	0.07
24.887	51.253	NaN	NaN	NaN	-0.13054	68.471	0.07
24.923	51.255	NaN	NaN	NaN	0.04143	68.477	0.07
22.865	50.943	NaN	NaN	NaN	-0.1151	69.021	0.07
25.604	51.102	NaN	NaN	NaN	-0.49541	69.558	0.07
24.2	50.902	NaN	NaN	NaN	-0.42286	69.986	0.07
23.009	50.685	NaN	NaN	NaN	-0.44415	70.609	0.07
25.145	50.805	NaN	NaN	NaN	-0.24911	70.886	0.07
26.789	50.89	NaN	NaN	NaN	-0.58151	70.969	0.07
26.026	50.806	NaN	NaN	NaN	0.007598	71.164	0.07
23.037	50.54	NaN	NaN	NaN	-0.18519	71.464	0.07
27.146	50.589	NaN	NaN	NaN	-0.911	72.456	0.07
27.21	50.559	NaN	NaN	NaN	-0.47496	72.602	0.07
28.809	50.514	NaN	NaN	NaN	-0.3102	72.979	0.07
27.191	50.47	NaN	NaN	NaN	-0.90721	73.012	0.07
25.001	50.235	NaN	NaN	NaN	-0.10401	73.799	0.07
25.434	47.927	NaN	NaN	NaN	-0.85459	85.624	0.07
29.143	46.669	NaN	NaN	NaN	-1.2865	88.954	0.07
15.346	34.707	NaN	NaN	NaN	0.12032	156.5	0.07
13.739	34.64	NaN	NaN	NaN	0.33066	161.66	0.07
12.896	34.955	NaN	NaN	NaN	0.17287	164.12	0.07
11.615	35.759	NaN	NaN	NaN	0.034802	167.89	0.07
8.4075	35.494	NaN	NaN	NaN	-0.48656	179.72	0.07
4.4061	37.668	NaN	NaN	NaN	-0.12887	196.43	0.07
4.2322	38.321	NaN	NaN	NaN	0.61891	198.02	0.07
4.0261	37.861	NaN	NaN	NaN	0.26636	198.21	0.07
3.941	37.634	NaN	NaN	NaN	0.068144	198.24	0.07
3.9053	37.625	NaN	NaN	NaN	0.13516	198.37	0.07
3.9109	37.658	NaN	NaN	NaN	-0.32284	198.39	0.07
3.6984	37.502	NaN	NaN	NaN	0.45749	199.01	0.07
3.7174	37.604	NaN	NaN	NaN	-0.011766	199.08	0.07
3.7166	37.602	NaN	NaN	NaN	0.73597	199.13	0.07
3.6707	37.706	NaN	NaN	NaN	-0.060896	199.41	0.07
3.5755	37.617	NaN	NaN	NaN	-0.01079	199.65	0.07
3.6089	37.71	NaN	NaN	NaN	0.50717	199.66	0.07
3.5815	37.722	NaN	NaN	NaN	-0.087247	199.78	0.07
3.5583	37.706	NaN	NaN	NaN	0.25904	199.85	0.07
3.4123	37.571	NaN	NaN	NaN	-0.25853	200.21	0.07
3.2616	37.656	NaN	NaN	NaN	0.40194	200.92	0.07
3.2878	37.766	NaN	NaN	NaN	0.27648	200.99	0.07
3.137	37.665	NaN	NaN	NaN	0.32011	201.42	0.07
3.1331	37.797	NaN	NaN	NaN	0.5047	201.64	0.07
2.5894	38.428	NaN	NaN	NaN	0.44773	204.87	0.07
1.1736	39.026	NaN	NaN	NaN	-0.11977	211.62	0.07
0.98649	39.696	NaN	NaN	NaN	0.34029	214.07	0.07
1.4325	41.284	NaN	NaN	NaN	0.0647	217.26	0.07
-3.3885	42.123	NaN	NaN	NaN	-0.12562	237.33	0.07
-5.0771	41.06	NaN	NaN	NaN	-0.26596	237.54	0.07
-6.2801	40.274	NaN	NaN	NaN	-0.04962	237.69	0.07
-6.2399	40.303	NaN	NaN	NaN	0.017034	237.69	0.07
-6.3044	40.282	NaN	NaN	NaN	0.048198	237.77	0.07
-3.5741	42.137	NaN	NaN	NaN	-0.11613	237.89	0.07
-6.3311	40.303	NaN	NaN	NaN	0.12404	237.9	0.07
-6.4125	40.281	NaN	NaN	NaN	0.065526	238.01	0.07
-4.4186	41.646	NaN	NaN	NaN	0.12556	238.1	0.07
-3.5975	42.182	NaN	NaN	NaN	-0.014538	238.15	0.07
-5.3969	41.054	NaN	NaN	NaN	-0.057951	238.29	0.07
-3.9127	42.105	NaN	NaN	NaN	-0.14329	238.65	0.07
-4.6971	41.614	NaN	NaN	NaN	-0.23422	238.67	0.07
-6.8628	40.261	NaN	NaN	NaN	-0.075733	238.94	0.07
-6.8948	40.292	NaN	NaN	NaN	-0.17896	239.11	0.07
-3.9328	42.22	NaN	NaN	NaN	-0.045835	239.18	0.07
-7.1245	40.225	NaN	NaN	NaN	-0.091116	239.39	0.07
-5.4079	41.334	NaN	NaN	NaN	0.10707	239.4	0.07
-4.7509	41.945	NaN	NaN	NaN	-0.35279	240.1	0.07
