# pp_lon_degE pp_lat_degN
-21.43	38.65	NaN
-28.297	52.3	NaN
42.934	49.999	NaN
42.531	52.024	NaN
44.726	54.173	NaN
-21.04	38.337	NaN
41.049	51.324	NaN
-15.665	35.154	NaN
-15.438	34.962	NaN
42.815	50.789	NaN
-22.751	39.08	NaN
38.817	55.862	NaN
37.949	56.612	NaN
-12.672	34.672	NaN
-14.8	33.452	NaN
42.188	50.573	NaN
42.93	53.185	NaN
-14.302	34.401	NaN
-4.2977	29.354	NaN
35.35	58.392	NaN
-17.334	35.593	NaN
-29.8	54.528	NaN
42.403	51.956	NaN
-15.858	35.15	NaN
41.433	58.692	NaN
-1.7086	28.404	NaN
34.993	58.891	NaN
34.197	59.04	NaN
-13.485	34.699	NaN
-14.033	34.328	NaN
43.181	52.826	NaN
41.229	51.138	NaN
-16.337	35.531	NaN
-7.2907	68.313	NaN
-18.009	35.662	NaN
-18.666	35.978	NaN
1.5948	27.373	NaN
1.0655	27.922	NaN
-18.917	36.173	NaN
42.185	42.965	NaN
40.215	51.534	NaN
-18.951	36.156	NaN
-14.005	34.761	NaN
-19.387	36.405	NaN
-21.122	38.116	NaN
44.667	52.597	NaN
40.325	50.383	NaN
-21.195	38.481	NaN
-21.229	38.431	NaN
-14.916	34.798	NaN
-11.705	35.184	NaN
34.109	59.004	NaN
35.562	58.062	NaN
-16.903	35.384	NaN
