longitude_degE latitude_degN Evel_mmyr Nvel_mmyr plate_reference model
-178.000000 86.000000 2.54 -22.62 NA(NNR) GSRMv1.2
-178.000000 88.000000 2.55 -22.62 NA(NNR) GSRMv1.2
-178.000000 90.000000 2.56 -22.62 NA(NNR) GSRMv1.2
-176.000000 -90.000000 6.89 -9.51 AN(NNR) GSRMv1.2
-176.000000 -88.000000 7.68 -9.51 AN(NNR) GSRMv1.2
-176.000000 -86.000000 8.46 -9.51 AN(NNR) GSRMv1.2
-176.000000 -84.000000 9.23 -9.51 AN(NNR) GSRMv1.2
-176.000000 -82.000000 9.98 -9.51 AN(NNR) GSRMv1.2
-176.000000 -80.000000 10.73 -9.51 AN(NNR) GSRMv1.2
-176.000000 -78.000000 11.46 -9.51 AN(NNR) GSRMv1.2
-176.000000 -76.000000 12.18 -9.51 AN(NNR) GSRMv1.2
-176.000000 -74.000000 12.88 -9.51 AN(NNR) GSRMv1.2
-176.000000 -72.000000 13.56 -9.52 AN(NNR) GSRMv1.2
-176.000000 -70.000000 14.23 -9.52 AN(NNR) GSRMv1.2
-176.000000 -68.000000 14.89 -9.52 AN(NNR) GSRMv1.2
-176.000000 -66.000000 -20.08 29.93 PA(NNR) GSRMv1.2
-176.000000 -64.000000 -22.26 29.93 PA(NNR) GSRMv1.2
-176.000000 -62.000000 -24.41 29.94 PA(NNR) GSRMv1.2
-176.000000 -60.000000 -26.53 29.94 PA(NNR) GSRMv1.2
-176.000000 -58.000000 -28.62 29.94 PA(NNR) GSRMv1.2
-176.000000 -56.000000 -30.68 29.95 PA(NNR) GSRMv1.2
-176.000000 -54.000000 -32.69 29.95 PA(NNR) GSRMv1.2
-176.000000 -52.000000 -34.67 29.95 PA(NNR) GSRMv1.2
-176.000000 -50.000000 -36.60 29.96 PA(NNR) GSRMv1.2
-176.000000 -48.000000 -38.49 29.96 PA(NNR) GSRMv1.2
-176.000000 -46.000000 -40.33 29.96 PA(NNR) GSRMv1.2
-176.000000 -44.000000 -42.12 29.97 PA(NNR) GSRMv1.2
-176.000000 -42.000000 -43.86 29.97 PA(NNR) GSRMv1.2
-176.000000 -40.000000 -45.54 29.97 PA(NNR) GSRMv1.2
-176.000000 -38.000000 -47.17 29.98 PA(NNR) GSRMv1.2
-176.000000 -36.000000 -48.74 29.98 PA(NNR) GSRMv1.2
-176.000000 -34.000000 -50.26 29.98 PA(NNR) GSRMv1.2
-176.000000 -32.000000 -51.71 29.99 PA(NNR) GSRMv1.2
-176.000000 -30.000000 -53.09 29.99 PA(NNR) GSRMv1.2
-176.000000 -28.000000 11.75 30.82 AU(NNR) GSRMv1.2
-176.000000 -26.000000 13.86 30.83 AU(NNR) GSRMv1.2
-176.000000 -24.000000 15.96 30.83 AU(NNR) GSRMv1.2
-176.000000 -22.000000 18.04 30.83 AU(NNR) GSRMv1.2
-176.000000 -20.000000 20.10 30.83 AU(NNR) GSRMv1.2
-176.000000 -18.000000 22.13 30.84 AU(NNR) GSRMv1.2
-176.000000 -16.000000 24.13 30.84 AU(NNR) GSRMv1.2
-176.000000 -14.000000 -61.74 30.01 PA(NNR) GSRMv1.2
-176.000000 -12.000000 -62.50 30.01 PA(NNR) GSRMv1.2
-176.000000 -10.000000 -63.18 30.01 PA(NNR) GSRMv1.2
-176.000000 -8.000000 -63.78 30.01 PA(NNR) GSRMv1.2
-176.000000 -6.000000 -64.31 30.02 PA(NNR) GSRMv1.2
-176.000000 -4.000000 -64.76 30.02 PA(NNR) GSRMv1.2
-176.000000 -2.000000 -65.13 30.02 PA(NNR) GSRMv1.2
-176.000000 0.000000 -65.42 30.02 PA(NNR) GSRMv1.2
-176.000000 2.000000 -65.63 30.02 PA(NNR) GSRMv1.2
-176.000000 4.000000 -65.76 30.02 PA(NNR) GSRMv1.2
-176.000000 6.000000 -65.81 30.02 PA(NNR) GSRMv1.2
-176.000000 8.000000 -65.79 30.01 PA(NNR) GSRMv1.2
-176.000000 10.000000 -65.68 30.01 PA(NNR) GSRMv1.2
-176.000000 12.000000 -65.50 30.01 PA(NNR) GSRMv1.2
-176.000000 14.000000 -65.23 30.01 PA(NNR) GSRMv1.2
-176.000000 16.000000 -64.89 30.01 PA(NNR) GSRMv1.2
-176.000000 18.000000 -64.46 30.01 PA(NNR) GSRMv1.2
-176.000000 20.000000 -63.96 30.00 PA(NNR) GSRMv1.2
-176.000000 22.000000 -63.38 30.00 PA(NNR) GSRMv1.2
-176.000000 24.000000 -62.73 30.00 PA(NNR) GSRMv1.2
-176.000000 26.000000 -62.00 30.00 PA(NNR) GSRMv1.2
-176.000000 28.000000 -61.19 29.99 PA(NNR) GSRMv1.2
-176.000000 30.000000 -60.31 29.99 PA(NNR) GSRMv1.2
-176.000000 32.000000 -59.35 29.99 PA(NNR) GSRMv1.2
-176.000000 34.000000 -58.32 29.98 PA(NNR) GSRMv1.2
-176.000000 36.000000 -57.23 29.98 PA(NNR) GSRMv1.2
-176.000000 38.000000 -56.06 29.98 PA(NNR) GSRMv1.2
-176.000000 40.000000 -54.82 29.97 PA(NNR) GSRMv1.2
-176.000000 42.000000 -53.52 29.97 PA(NNR) GSRMv1.2
