longitude_degE latitude_degN Evel_mmyr Nvel_mmyr plate_reference model
-180.000000 -90.000000 7.63 -9.99 AN(NNR) ITRF2014
-180.000000 -88.000000 8.36 -9.99 AN(NNR) ITRF2014
-180.000000 -86.000000 9.07 -9.99 AN(NNR) ITRF2014
-180.000000 -84.000000 9.78 -9.99 AN(NNR) ITRF2014
-180.000000 -82.000000 10.47 -9.99 AN(NNR) ITRF2014
-180.000000 -80.000000 11.15 -9.99 AN(NNR) ITRF2014
-180.000000 -78.000000 11.82 -9.99 AN(NNR) ITRF2014
-180.000000 -76.000000 12.47 -9.99 AN(NNR) ITRF2014
-180.000000 -74.000000 13.10 -9.99 AN(NNR) ITRF2014
-180.000000 -72.000000 13.72 -9.99 AN(NNR) ITRF2014
-180.000000 -70.000000 14.33 -9.99 AN(NNR) ITRF2014
-180.000000 -68.000000 14.91 -9.99 AN(NNR) ITRF2014
-180.000000 -66.000000 15.48 -9.99 AN(NNR) ITRF2014
-180.000000 -64.000000 -18.17 32.27 PA(NNR) ITRF2014
-180.000000 -62.000000 -20.46 32.28 PA(NNR) ITRF2014
-180.000000 -60.000000 -22.72 32.28 PA(NNR) ITRF2014
-180.000000 -58.000000 -24.96 32.28 PA(NNR) ITRF2014
-180.000000 -56.000000 -27.16 32.29 PA(NNR) ITRF2014
-180.000000 -54.000000 -29.33 32.29 PA(NNR) ITRF2014
-180.000000 -52.000000 -31.47 32.29 PA(NNR) ITRF2014
-180.000000 -50.000000 -33.56 32.30 PA(NNR) ITRF2014
-180.000000 -48.000000 -35.62 32.30 PA(NNR) ITRF2014
-180.000000 -46.000000 -37.63 32.30 PA(NNR) ITRF2014
-180.000000 -44.000000 -39.59 32.31 PA(NNR) ITRF2014
-180.000000 -42.000000 -41.51 32.31 PA(NNR) ITRF2014
-180.000000 -40.000000 -43.37 32.32 PA(NNR) ITRF2014
-180.000000 -38.000000 -45.18 32.32 PA(NNR) ITRF2014
-180.000000 -36.000000 3.14 36.52 AU(NNR) ITRF2014
-180.000000 -34.000000 5.22 36.52 AU(NNR) ITRF2014
-180.000000 -32.000000 7.29 36.52 AU(NNR) ITRF2014
-180.000000 -30.000000 9.36 36.53 AU(NNR) ITRF2014
-180.000000 -28.000000 11.41 36.53 AU(NNR) ITRF2014
-180.000000 -26.000000 13.45 36.53 AU(NNR) ITRF2014
-180.000000 -24.000000 15.47 36.54 AU(NNR) ITRF2014
-180.000000 -22.000000 17.47 36.54 AU(NNR) ITRF2014
-180.000000 -20.000000 19.45 36.54 AU(NNR) ITRF2014
-180.000000 -18.000000 21.41 36.55 AU(NNR) ITRF2014
-180.000000 -16.000000 23.34 36.55 AU(NNR) ITRF2014
-180.000000 -14.000000 -62.05 32.35 PA(NNR) ITRF2014
-180.000000 -12.000000 -63.00 32.36 PA(NNR) ITRF2014
-180.000000 -10.000000 -63.88 32.36 PA(NNR) ITRF2014
-180.000000 -8.000000 -64.67 32.36 PA(NNR) ITRF2014
-180.000000 -6.000000 -65.39 32.36 PA(NNR) ITRF2014
-180.000000 -4.000000 -66.03 32.36 PA(NNR) ITRF2014
-180.000000 -2.000000 -66.59 32.36 PA(NNR) ITRF2014
-180.000000 0.000000 -67.07 32.36 PA(NNR) ITRF2014
-180.000000 2.000000 -67.47 32.36 PA(NNR) ITRF2014
-180.000000 4.000000 -67.78 32.36 PA(NNR) ITRF2014
-180.000000 6.000000 -68.02 32.36 PA(NNR) ITRF2014
-180.000000 8.000000 -68.17 32.36 PA(NNR) ITRF2014
-180.000000 10.000000 -68.24 32.36 PA(NNR) ITRF2014
-180.000000 12.000000 -68.22 32.36 PA(NNR) ITRF2014
-180.000000 14.000000 -68.13 32.35 PA(NNR) ITRF2014
-180.000000 16.000000 -67.95 32.35 PA(NNR) ITRF2014
-180.000000 18.000000 -67.69 32.35 PA(NNR) ITRF2014
-180.000000 20.000000 -67.34 32.35 PA(NNR) ITRF2014
-180.000000 22.000000 -66.92 32.35 PA(NNR) ITRF2014
-180.000000 24.000000 -66.41 32.34 PA(NNR) ITRF2014
-180.000000 26.000000 -65.83 32.34 PA(NNR) ITRF2014
-180.000000 28.000000 -65.16 32.34 PA(NNR) ITRF2014
-180.000000 30.000000 -64.41 32.33 PA(NNR) ITRF2014
-180.000000 32.000000 -63.59 32.33 PA(NNR) ITRF2014
-180.000000 34.000000 -62.69 32.33 PA(NNR) ITRF2014
-180.000000 36.000000 -61.71 32.32 PA(NNR) ITRF2014
-180.000000 38.000000 -60.66 32.32 PA(NNR) ITRF2014
-180.000000 40.000000 -59.53 32.32 PA(NNR) ITRF2014
-180.000000 42.000000 -58.33 32.31 PA(NNR) ITRF2014
-180.000000 44.000000 -57.06 32.31 PA(NNR) ITRF2014
-180.000000 46.000000 -55.72 32.30 PA(NNR) ITRF2014
-180.000000 48.000000 -54.31 32.30 PA(NNR) ITRF2014
-180.000000 50.000000 -52.83 32.30 PA(NNR) ITRF2014
-180.000000 52.000000 -0.63 -21.42 NA(NNR) ITRF2014
-180.000000 54.000000 -0.56 -21.42 NA(NNR) ITRF2014
-180.000000 56.000000 -0.49 -21.41 NA(NNR) ITRF2014
-180.000000 58.000000 -0.42 -21.41 NA(NNR) ITRF2014
-180.000000 60.000000 -0.35 -21.41 NA(NNR) ITRF2014
-180.000000 62.000000 -0.28 -21.41 NA(NNR) ITRF2014
-180.000000 64.000000 -0.20 -21.40 NA(NNR) ITRF2014
-180.000000 66.000000 -0.13 -21.40 NA(NNR) ITRF2014
-180.000000 68.000000 -0.06 -21.40 NA(NNR) ITRF2014
-180.000000 70.000000 0.02 -21.40 NA(NNR) ITRF2014
-180.000000 72.000000 0.09 -21.40 NA(NNR) ITRF2014
-180.000000 74.000000 0.16 -21.40 NA(NNR) ITRF2014
-180.000000 76.000000 0.23 -21.39 NA(NNR) ITRF2014
-180.000000 78.000000 0.31 -21.39 NA(NNR) ITRF2014
-180.000000 80.000000 0.38 -21.39 NA(NNR) ITRF2014
-180.000000 82.000000 0.45 -21.39 NA(NNR) ITRF2014
-180.000000 84.000000 0.52 -21.39 NA(NNR) ITRF2014
-180.000000 86.000000 0.59 -21.39 NA(NNR) ITRF2014
-180.000000 88.000000 0.66 -21.39 NA(NNR) ITRF2014
-180.000000 90.000000 0.73 -21.39 NA(NNR) ITRF2014
-178.000000 -90.000000 7.98 -9.71 AN(NNR) ITRF2014
-178.000000 -88.000000 8.70 -9.71 AN(NNR) ITRF2014
-178.000000 -86.000000 9.42 -9.71 AN(NNR) ITRF2014
-178.000000 -84.000000 10.12 -9.71 AN(NNR) ITRF2014
-178.000000 -82.000000 10.81 -9.71 AN(NNR) ITRF2014
