longitude_degE latitude_degN Evel_mmyr Nvel_mmyr plate_reference model
-180.000000 -90.000000 6.49 -11.18 AN(NNR) GSRMv2.1
-180.000000 -88.000000 7.27 -11.18 AN(NNR) GSRMv2.1
-180.000000 -86.000000 8.05 -11.18 AN(NNR) GSRMv2.1
-180.000000 -84.000000 8.82 -11.18 AN(NNR) GSRMv2.1
-180.000000 -82.000000 9.57 -11.18 AN(NNR) GSRMv2.1
-180.000000 -80.000000 10.31 -11.18 AN(NNR) GSRMv2.1
-180.000000 -78.000000 11.04 -11.18 AN(NNR) GSRMv2.1
-180.000000 -76.000000 11.76 -11.18 AN(NNR) GSRMv2.1
-180.000000 -74.000000 12.46 -11.18 AN(NNR) GSRMv2.1
-180.000000 -72.000000 13.15 -11.18 AN(NNR) GSRMv2.1
-180.000000 -70.000000 13.82 -11.18 AN(NNR) GSRMv2.1
-180.000000 -68.000000 14.48 -11.18 AN(NNR) GSRMv2.1
-180.000000 -66.000000 15.11 -11.18 AN(NNR) GSRMv2.1
-180.000000 -64.000000 -18.88 31.37 PA(NNR) GSRMv2.1
-180.000000 -62.000000 -21.11 31.37 PA(NNR) GSRMv2.1
-180.000000 -60.000000 -23.31 31.37 PA(NNR) GSRMv2.1
-180.000000 -58.000000 -25.48 31.38 PA(NNR) GSRMv2.1
-180.000000 -56.000000 -27.62 31.38 PA(NNR) GSRMv2.1
-180.000000 -54.000000 -29.73 31.38 PA(NNR) GSRMv2.1
-180.000000 -52.000000 -31.80 31.39 PA(NNR) GSRMv2.1
-180.000000 -50.000000 -33.83 31.39 PA(NNR) GSRMv2.1
-180.000000 -48.000000 -35.82 31.40 PA(NNR) GSRMv2.1
-180.000000 -46.000000 -37.76 31.40 PA(NNR) GSRMv2.1
-180.000000 -44.000000 -39.66 31.40 PA(NNR) GSRMv2.1
-180.000000 -42.000000 -41.51 31.41 PA(NNR) GSRMv2.1
-180.000000 -40.000000 -43.31 31.41 PA(NNR) GSRMv2.1
-180.000000 -38.000000 -45.05 31.41 PA(NNR) GSRMv2.1
-180.000000 -36.000000 3.67 35.20 AU(NNR) GSRMv2.1
-180.000000 -34.000000 5.81 35.21 AU(NNR) GSRMv2.1
-180.000000 -32.000000 7.94 35.21 AU(NNR) GSRMv2.1
-180.000000 -30.000000 10.07 35.21 AU(NNR) GSRMv2.1
-180.000000 -28.000000 12.18 35.22 AU(NNR) GSRMv2.1
-180.000000 -26.000000 14.28 35.22 AU(NNR) GSRMv2.1
-180.000000 -24.000000 16.35 35.22 AU(NNR) GSRMv2.1
-180.000000 -22.000000 18.41 35.23 AU(NNR) GSRMv2.1
-180.000000 -20.000000 20.45 35.23 AU(NNR) GSRMv2.1
-180.000000 -18.000000 22.46 35.23 AU(NNR) GSRMv2.1
-180.000000 -16.000000 24.44 35.23 AU(NNR) GSRMv2.1
-180.000000 -14.000000 -61.17 31.45 PA(NNR) GSRMv2.1
-180.000000 -12.000000 -62.06 31.45 PA(NNR) GSRMv2.1
-180.000000 -10.000000 -62.88 31.45 PA(NNR) GSRMv2.1
-180.000000 -8.000000 -63.62 31.45 PA(NNR) GSRMv2.1
-180.000000 -6.000000 -64.29 31.45 PA(NNR) GSRMv2.1
-180.000000 -4.000000 -64.87 31.45 PA(NNR) GSRMv2.1
-180.000000 -2.000000 -65.38 31.45 PA(NNR) GSRMv2.1
-180.000000 0.000000 -65.81 31.45 PA(NNR) GSRMv2.1
-180.000000 2.000000 -66.16 31.45 PA(NNR) GSRMv2.1
-180.000000 4.000000 -66.43 31.45 PA(NNR) GSRMv2.1
-180.000000 6.000000 -66.62 31.45 PA(NNR) GSRMv2.1
-180.000000 8.000000 -66.72 31.45 PA(NNR) GSRMv2.1
-180.000000 10.000000 -66.75 31.45 PA(NNR) GSRMv2.1
-180.000000 12.000000 -66.70 31.45 PA(NNR) GSRMv2.1
-180.000000 14.000000 -66.56 31.45 PA(NNR) GSRMv2.1
-180.000000 16.000000 -66.35 31.45 PA(NNR) GSRMv2.1
-180.000000 18.000000 -66.05 31.44 PA(NNR) GSRMv2.1
-180.000000 20.000000 -65.68 31.44 PA(NNR) GSRMv2.1
-180.000000 22.000000 -65.22 31.44 PA(NNR) GSRMv2.1
-180.000000 24.000000 -64.69 31.44 PA(NNR) GSRMv2.1
-180.000000 26.000000 -64.08 31.43 PA(NNR) GSRMv2.1
-180.000000 28.000000 -63.38 31.43 PA(NNR) GSRMv2.1
-180.000000 30.000000 -62.62 31.43 PA(NNR) GSRMv2.1
