longitude_degE latitude_degN Evel_mmyr Nvel_mmyr plate_reference model
-178.000000 -4.000000 -66.72 32.21 PA(NNR) GEODVEL2010
-178.000000 -2.000000 -67.24 32.21 PA(NNR) GEODVEL2010
-178.000000 0.000000 -67.67 32.21 PA(NNR) GEODVEL2010
-178.000000 2.000000 -68.03 32.21 PA(NNR) GEODVEL2010
-178.000000 4.000000 -68.30 32.21 PA(NNR) GEODVEL2010
-178.000000 6.000000 -68.49 32.21 PA(NNR) GEODVEL2010
-178.000000 8.000000 -68.59 32.21 PA(NNR) GEODVEL2010
-178.000000 10.000000 -68.62 32.21 PA(NNR) GEODVEL2010
-178.000000 12.000000 -68.56 32.21 PA(NNR) GEODVEL2010
-178.000000 14.000000 -68.41 32.21 PA(NNR) GEODVEL2010
-178.000000 16.000000 -68.19 32.21 PA(NNR) GEODVEL2010
-178.000000 18.000000 -67.88 32.20 PA(NNR) GEODVEL2010
-178.000000 20.000000 -67.49 32.20 PA(NNR) GEODVEL2010
-178.000000 22.000000 -67.02 32.20 PA(NNR) GEODVEL2010
-178.000000 24.000000 -66.46 32.20 PA(NNR) GEODVEL2010
-178.000000 26.000000 -65.83 32.19 PA(NNR) GEODVEL2010
-178.000000 28.000000 -65.11 32.19 PA(NNR) GEODVEL2010
-178.000000 30.000000 -64.32 32.19 PA(NNR) GEODVEL2010
-178.000000 32.000000 -63.45 32.18 PA(NNR) GEODVEL2010
-178.000000 34.000000 -62.50 32.18 PA(NNR) GEODVEL2010
-178.000000 36.000000 -61.47 32.18 PA(NNR) GEODVEL2010
-178.000000 38.000000 -60.37 32.17 PA(NNR) GEODVEL2010
-178.000000 40.000000 -59.20 32.17 PA(NNR) GEODVEL2010
-178.000000 42.000000 -57.95 32.17 PA(NNR) GEODVEL2010
-178.000000 44.000000 -56.63 32.16 PA(NNR) GEODVEL2010
-178.000000 46.000000 -55.25 32.16 PA(NNR) GEODVEL2010
-178.000000 48.000000 -53.79 32.15 PA(NNR) GEODVEL2010
-178.000000 50.000000 -52.27 32.15 PA(NNR) GEODVEL2010
-178.000000 52.000000 0.05 -21.56 NA(NNR) GEODVEL2010
-178.000000 54.000000 0.10 -21.56 NA(NNR) GEODVEL2010
-178.000000 56.000000 0.16 -21.56 NA(NNR) GEODVEL2010
-178.000000 58.000000 0.21 -21.55 NA(NNR) GEODVEL2010
-178.000000 60.000000 0.27 -21.55 NA(NNR) GEODVEL2010
-178.000000 62.000000 0.32 -21.55 NA(NNR) GEODVEL2010
-178.000000 64.000000 0.37 -21.55 NA(NNR) GEODVEL2010
-178.000000 66.000000 0.43 -21.55 NA(NNR) GEODVEL2010
-178.000000 68.000000 0.48 -21.54 NA(NNR) GEODVEL2010
-178.000000 70.000000 0.53 -21.54 NA(NNR) GEODVEL2010
-178.000000 72.000000 0.58 -21.54 NA(NNR) GEODVEL2010
-178.000000 74.000000 0.63 -21.54 NA(NNR) GEODVEL2010
-178.000000 76.000000 0.68 -21.54 NA(NNR) GEODVEL2010
-178.000000 78.000000 0.73 -21.54 NA(NNR) GEODVEL2010
-178.000000 80.000000 0.78 -21.54 NA(NNR) GEODVEL2010
-178.000000 82.000000 0.83 -21.53 NA(NNR) GEODVEL2010
-178.000000 84.000000 0.87 -21.53 NA(NNR) GEODVEL2010
-178.000000 86.000000 0.92 -21.53 NA(NNR) GEODVEL2010
-178.000000 88.000000 0.96 -21.53 NA(NNR) GEODVEL2010
-178.000000 90.000000 1.01 -21.53 NA(NNR) GEODVEL2010
-176.000000 -90.000000 8.02 -9.14 AN(NNR) GEODVEL2010
-176.000000 -88.000000 8.75 -9.14 AN(NNR) GEODVEL2010
-176.000000 -86.000000 9.47 -9.14 AN(NNR) GEODVEL2010
-176.000000 -84.000000 10.18 -9.14 AN(NNR) GEODVEL2010
-176.000000 -82.000000 10.87 -9.14 AN(NNR) GEODVEL2010
-176.000000 -80.000000 11.55 -9.14 AN(NNR) GEODVEL2010
-176.000000 -78.000000 12.22 -9.14 AN(NNR) GEODVEL2010
-176.000000 -76.000000 12.87 -9.14 AN(NNR) GEODVEL2010
-176.000000 -74.000000 13.51 -9.14 AN(NNR) GEODVEL2010
-176.000000 -72.000000 14.13 -9.15 AN(NNR) GEODVEL2010
-176.000000 -70.000000 14.73 -9.15 AN(NNR) GEODVEL2010
-176.000000 -68.000000 15.31 -9.15 AN(NNR) GEODVEL2010
-176.000000 -66.000000 -18.26 32.50 PA(NNR) GEODVEL2010
-176.000000 -64.000000 -20.56 32.50 PA(NNR) GEODVEL2010
-176.000000 -62.000000 -22.83 32.51 PA(NNR) GEODVEL2010
-176.000000 -60.000000 -25.07 32.51 PA(NNR) GEODVEL2010
-176.000000 -58.000000 -27.28 32.51 PA(NNR) GEODVEL2010
-176.000000 -56.000000 -29.46 32.52 PA(NNR) GEODVEL2010
-176.000000 -54.000000 -31.60 32.52 PA(NNR) GEODVEL2010
-176.000000 -52.000000 -33.70 32.52 PA(NNR) GEODVEL2010
-176.000000 -50.000000 -35.76 32.53 PA(NNR) GEODVEL2010
-176.000000 -48.000000 -37.77 32.53 PA(NNR) GEODVEL2010
-176.000000 -46.000000 -39.74 32.54 PA(NNR) GEODVEL2010
-176.000000 -44.000000 -41.66 32.54 PA(NNR) GEODVEL2010
-176.000000 -42.000000 -43.53 32.54 PA(NNR) GEODVEL2010
-176.000000 -40.000000 -45.35 32.55 PA(NNR) GEODVEL2010
-176.000000 -38.000000 -47.11 32.55 PA(NNR) GEODVEL2010
-176.000000 -36.000000 -48.81 32.55 PA(NNR) GEODVEL2010
-176.000000 -34.000000 -50.45 32.56 PA(NNR) GEODVEL2010
-176.000000 -32.000000 -52.03 32.56 PA(NNR) GEODVEL2010
-176.000000 -30.000000 -53.55 32.56 PA(NNR) GEODVEL2010
-176.000000 -28.000000 10.19 32.44 AU(NNR) GEODVEL2010
-176.000000 -26.000000 12.28 32.44 AU(NNR) GEODVEL2010
-176.000000 -24.000000 14.36 32.44 AU(NNR) GEODVEL2010
-176.000000 -22.000000 16.41 32.45 AU(NNR) GEODVEL2010
-176.000000 -20.000000 18.45 32.45 AU(NNR) GEODVEL2010
-176.000000 -18.000000 20.47 32.45 AU(NNR) GEODVEL2010
-176.000000 -16.000000 22.46 32.45 AU(NNR) GEODVEL2010
-176.000000 -14.000000 -63.21 32.59 PA(NNR) GEODVEL2010
-176.000000 -12.000000 -64.08 32.59 PA(NNR) GEODVEL2010
-176.000000 -10.000000 -64.88 32.59 PA(NNR) GEODVEL2010
-176.000000 -8.000000 -65.60 32.59 PA(NNR) GEODVEL2010
-176.000000 -6.000000 -66.24 32.59 PA(NNR) GEODVEL2010
-176.000000 -4.000000 -66.80 32.59 PA(NNR) GEODVEL2010
-176.000000 -2.000000 -67.27 32.59 PA(NNR) GEODVEL2010
-176.000000 0.000000 -67.67 32.59 PA(NNR) GEODVEL2010
-176.000000 2.000000 -67.99 32.59 PA(NNR) GEODVEL2010
-176.000000 4.000000 -68.22 32.59 PA(NNR) GEODVEL2010
-176.000000 6.000000 -68.37 32.59 PA(NNR) GEODVEL2010
-176.000000 8.000000 -68.44 32.59 PA(NNR) GEODVEL2010
-176.000000 10.000000 -68.42 32.59 PA(NNR) GEODVEL2010
-176.000000 12.000000 -68.32 32.59 PA(NNR) GEODVEL2010
-176.000000 14.000000 -68.14 32.59 PA(NNR) GEODVEL2010
-176.000000 16.000000 -67.88 32.58 PA(NNR) GEODVEL2010
-176.000000 18.000000 -67.53 32.58 PA(NNR) GEODVEL2010
-176.000000 20.000000 -67.10 32.58 PA(NNR) GEODVEL2010
-176.000000 22.000000 -66.59 32.58 PA(NNR) GEODVEL2010
-176.000000 24.000000 -66.00 32.57 PA(NNR) GEODVEL2010
-176.000000 26.000000 -65.33 32.57 PA(NNR) GEODVEL2010
-176.000000 28.000000 -64.58 32.57 PA(NNR) GEODVEL2010
-176.000000 30.000000 -63.76 32.56 PA(NNR) GEODVEL2010
-176.000000 32.000000 -62.85 32.56 PA(NNR) GEODVEL2010
-176.000000 34.000000 -61.87 32.56 PA(NNR) GEODVEL2010
-176.000000 36.000000 -60.81 32.55 PA(NNR) GEODVEL2010
-176.000000 38.000000 -59.68 32.55 PA(NNR) GEODVEL2010
-176.000000 40.000000 -58.47 32.55 PA(NNR) GEODVEL2010
-176.000000 42.000000 -57.20 32.54 PA(NNR) GEODVEL2010
-176.000000 44.000000 -55.85 32.54 PA(NNR) GEODVEL2010
-176.000000 46.000000 -54.44 32.54 PA(NNR) GEODVEL2010
-176.000000 48.000000 -52.96 32.53 PA(NNR) GEODVEL2010
-176.000000 50.000000 -51.41 32.53 PA(NNR) GEODVEL2010
-176.000000 52.000000 -0.54 -21.58 NA(NNR) GEODVEL2010
-176.000000 54.000000 -0.51 -21.58 NA(NNR) GEODVEL2010
-176.000000 56.000000 -0.47 -21.58 NA(NNR) GEODVEL2010
-176.000000 58.000000 -0.43 -21.58 NA(NNR) GEODVEL2010
-176.000000 60.000000 -0.39 -21.57 NA(NNR) GEODVEL2010
-176.000000 62.000000 -0.34 -21.57 NA(NNR) GEODVEL2010
-176.000000 64.000000 -0.30 -21.57 NA(NNR) GEODVEL2010
-176.000000 66.000000 -0.26 -21.57 NA(NNR) GEODVEL2010
-176.000000 68.000000 -0.22 -21.57 NA(NNR) GEODVEL2010
-176.000000 70.000000 -0.18 -21.56 NA(NNR) GEODVEL2010
-176.000000 72.000000 -0.13 -21.56 NA(NNR) GEODVEL2010
-176.000000 74.000000 -0.09 -21.56 NA(NNR) GEODVEL2010
-176.000000 76.000000 -0.05 -21.56 NA(NNR) GEODVEL2010
-176.000000 78.000000 0.00 -21.56 NA(NNR) GEODVEL2010
-176.000000 80.000000 0.04 -21.56 NA(NNR) GEODVEL2010
-176.000000 82.000000 0.08 -21.56 NA(NNR) GEODVEL2010
-176.000000 84.000000 0.13 -21.56 NA(NNR) GEODVEL2010
-176.000000 86.000000 0.17 -21.56 NA(NNR) GEODVEL2010
-176.000000 88.000000 0.21 -21.56 NA(NNR) GEODVEL2010
-176.000000 90.000000 0.25 -21.56 NA(NNR) GEODVEL2010
-174.000000 -90.000000 8.34 -8.86 AN(NNR) GEODVEL2010
-174.000000 -88.000000 9.07 -8.86 AN(NNR) GEODVEL2010
-174.000000 -86.000000 9.79 -8.86 AN(NNR) GEODVEL2010
-174.000000 -84.000000 10.49 -8.86 AN(NNR) GEODVEL2010
-174.000000 -82.000000 11.18 -8.86 AN(NNR) GEODVEL2010
-174.000000 -80.000000 11.86 -8.86 AN(NNR) GEODVEL2010
-174.000000 -78.000000 12.53 -8.86 AN(NNR) GEODVEL2010
-174.000000 -76.000000 13.18 -8.86 AN(NNR) GEODVEL2010
-174.000000 -74.000000 13.81 -8.86 AN(NNR) GEODVEL2010
-174.000000 -72.000000 14.43 -8.86 AN(NNR) GEODVEL2010
-174.000000 -70.000000 15.02 -8.86 AN(NNR) GEODVEL2010
-174.000000 -68.000000 15.60 -8.86 AN(NNR) GEODVEL2010
-174.000000 -66.000000 16.16 -8.86 AN(NNR) GEODVEL2010
-174.000000 -64.000000 -21.58 32.84 PA(NNR) GEODVEL2010
-174.000000 -62.000000 -23.83 32.84 PA(NNR) GEODVEL2010
-174.000000 -60.000000 -26.05 32.85 PA(NNR) GEODVEL2010
-174.000000 -58.000000 -28.24 32.85 PA(NNR) GEODVEL2010
-174.000000 -56.000000 -30.40 32.85 PA(NNR) GEODVEL2010
-174.000000 -54.000000 -32.52 32.86 PA(NNR) GEODVEL2010
-174.000000 -52.000000 -34.59 32.86 PA(NNR) GEODVEL2010
-174.000000 -50.000000 -36.63 32.87 PA(NNR) GEODVEL2010
-174.000000 -48.000000 -38.62 32.87 PA(NNR) GEODVEL2010
-174.000000 -46.000000 -40.56 32.87 PA(NNR) GEODVEL2010
-174.000000 -44.000000 -42.45 32.88 PA(NNR) GEODVEL2010
-174.000000 -42.000000 -44.29 32.88 PA(NNR) GEODVEL2010
-174.000000 -40.000000 -46.08 32.88 PA(NNR) GEODVEL2010
-174.000000 -38.000000 -47.81 32.89 PA(NNR) GEODVEL2010
-174.000000 -36.000000 -49.48 32.89 PA(NNR) GEODVEL2010
-174.000000 -34.000000 -51.09 32.90 PA(NNR) GEODVEL2010
-174.000000 -32.000000 -52.64 32.90 PA(NNR) GEODVEL2010
-174.000000 -30.000000 -54.12 32.90 PA(NNR) GEODVEL2010
-174.000000 -28.000000 -55.54 32.91 PA(NNR) GEODVEL2010
