7	8.4	0.000702	167.01	0.000702	0.025
5.7	9.7	0.000526	169.77	0.000526	0.025
4.3	10.9	0.000129	159.27	0.000129	0.025
3	12.2	0.000147	91.523	0.000147	0.025
7	10	0.000457	171.86	0.000457	0.025
5.7	11.2	0.000174	28.493	0.000174	0.025
4.4	12.5	0.000235	66.718	0.000235	0.025
8.3	10.2	0.000273	161.72	0.000273	0.025
7	11.5	0.000129	45.514	0.000129	0.025
5.7	12.8	0.000246	57.235	0.000246	0.025
9.7	10.5	0.000129	117.94	0.000129	0.025
8.3	11.8	0.000121	36.421	0.000121	0.025
7	13.1	0.000223	50.2	0.000223	0.025
5.7	14.5	9.7e-05	76.352	9.7e-05	0.025
9.6	12	0.000259	29.911	0.000259	0.025
8.3	13.4	0.000263	35.602	0.000263	0.025
7	14.8	8.8e-05	35.699	8.8e-05	0.025
11	12.2	0.000518	24.16	0.000518	0.025
9.7	13.7	0.000493	26.344	0.000493	0.025
8.3	15.1	0.000139	24.844	0.000139	0.025
12.3	12.5	0.000582	29.57	0.000582	0.025
11	13.9	0.000751	22.796	0.000751	0.025
9.7	15.3	0.000249	31.812	0.000249	0.025
8.3	16.7	0.000302	172.87	0.000302	0.025
12.3	14.1	0.000815	21.82	0.000815	0.025
11	15.5	0.000326	33.32	0.000326	0.025
9.7	17	0.00029	167.69	0.00029	0.025
13.6	14.3	0.000695	21.054	0.000695	0.025
12.3	15.7	0.000339	42.752	0.000339	0.025
11	17.2	0.000248	164.63	0.000248	0.025
14.9	14.4	0.000358	16.782	0.000358	0.025
13.6	15.9	0.000253	60.743	0.000253	0.025
12.3	17.4	0.000183	168.77	0.000183	0.025
11	18.9	0.000211	19.807	0.000211	0.025
14.9	16.1	0.000302	78.306	0.000302	0.025
13.6	17.6	0.000146	43.92	0.000146	0.025
12.4	19.1	0.000185	55.45	0.000185	0.025
16.3	16.2	0.000368	69.429	0.000368	0.025
15	17.8	0.000345	59.085	0.000345	0.025
13.7	19.3	0.000406	48.738	0.000406	0.025
17.6	16.3	0.000398	53.17	0.000398	0.025
16.3	17.9	0.000302	59.448	0.000302	0.025
15	19.5	0.000726	51.882	0.000726	0.025
13.7	21	0.000724	16.565	0.000724	0.025
17.6	18	0.000248	29.418	0.000248	0.025
16.4	19.6	0.000592	58.572	0.000592	0.025
15.1	21.2	0.001095	17.139	0.001095	0.025
18.9	18.1	0.000486	9.9158	0.000486	0.025
17.7	19.7	0.000109	59.601	0.000109	0.025
16.5	21.3	0.001214	8.3854	0.001214	0.025
20.2	18.2	0.000322	159.9	0.000322	0.025
19	19.8	0.00035	155.67	0.00035	0.025
17.8	21.5	0.001206	175.25	0.001206	0.025
21.5	18.2	0.000913	158.46	0.000913	0.025
20.3	19.9	0.000642	153.91	0.000642	0.025
19.1	21.6	0.001025	157.99	0.001025	0.025
17.9	23.2	0.002256	28.079	0.002256	0.025
21.6	19.9	0.000902	164.2	0.000902	0.025
20.5	21.6	0.000902	148.04	0.000902	0.025
19.2	23.4	0.002163	22.364	0.002163	0.025
22.9	20	0.001169	174.77	0.001169	0.025
21.8	21.7	0.000497	149.86	0.000497	0.025
20.6	23.4	0.001541	18.658	0.001541	0.025
24.2	20	0.00112	1.3925	0.00112	0.025
23.1	21.7	0.000345	19.186	0.000345	0.025
22	23.5	0.000793	27.801	0.000793	0.025
20.8	25.2	0.002435	52.482	0.002435	0.025
24.4	21.8	0.000799	40.212	0.000799	0.025
23.3	23.5	0.001047	56.4	0.001047	0.025
22.2	25.3	0.001366	39.352	0.001366	0.025
25.7	21.7	0.001141	42.694	0.001141	0.025
24.6	23.6	0.001681	62.8	0.001681	0.025
23.5	25.3	0.000873	57.995	0.000873	0.025
26.9	21.7	0.001366	40.39	0.001366	0.025
