7	8.4	0.000558	35.557	0.000558	0.025
5.7	9.7	0.000461	45.651	0.000461	0.025
4.3	10.9	0.000194	79.586	0.000194	0.025
3	12.2	0.00035	76.524	0.00035	0.025
7	10	0.000522	34.364	0.000522	0.025
5.7	11.2	0.000207	76.296	0.000207	0.025
4.4	12.5	0.000264	86.763	0.000264	0.025
8.3	10.2	0.000613	30.007	0.000613	0.025
7	11.5	0.00016	47.727	0.00016	0.025
5.7	12.8	0.000316	86.428	0.000316	0.025
9.7	10.5	0.000523	33.535	0.000523	0.025
8.3	11.8	0.000299	28.867	0.000299	0.025
7	13.1	0.000232	76.181	0.000232	0.025
5.7	14.5	0.00033	74.037	0.00033	0.025
9.6	12	0.00029	33.127	0.00029	0.025
8.3	13.4	0.000138	56.969	0.000138	0.025
7	14.8	0.000198	74.199	0.000198	0.025
11	12.2	0.000233	41.295	0.000233	0.025
9.7	13.7	7.5e-05	55.16	7.5e-05	0.025
8.3	15.1	5.8e-05	145.27	5.8e-05	0.025
12.3	12.5	0.000217	43.055	0.000217	0.025
11	13.9	7.4e-05	79.715	7.4e-05	0.025
9.7	15.3	0.000234	155.66	0.000234	0.025
8.3	16.7	0.000334	146.95	0.000334	0.025
12.3	14.1	6.6e-05	85.8	6.6e-05	0.025
11	15.5	0.000313	155.6	0.000313	0.025
9.7	17	0.000513	151.04	0.000513	0.025
13.6	14.3	0.00017	58.956	0.00017	0.025
12.3	15.7	0.000246	157.92	0.000246	0.025
11	17.2	0.000523	154.02	0.000523	0.025
14.9	14.4	0.000283	63.877	0.000283	0.025
13.6	15.9	0.000184	170.87	0.000184	0.025
12.3	17.4	0.000488	152.58	0.000488	0.025
11	18.9	0.000505	123.96	0.000505	0.025
14.9	16.1	0.000132	2.4334	0.000132	0.025
13.6	17.6	0.00042	152.42	0.00042	0.025
12.4	19.1	0.000366	110.05	0.000366	0.025
16.3	16.2	3.9e-05	114.85	3.9e-05	0.025
15	17.8	0.000237	167.43	0.000237	0.025
13.7	19.3	0.000366	92.677	0.000366	0.025
17.6	16.3	9.1e-05	124.48	9.1e-05	0.025
16.3	17.9	0.000124	29.052	0.000124	0.025
15	19.5	0.000351	78.191	0.000351	0.025
13.7	21	0.000966	13.993	0.000966	0.025
17.6	18	0.000153	23.824	0.000153	0.025
16.4	19.6	0.000298	62.999	0.000298	0.025
15.1	21.2	0.001036	18.855	0.001036	0.025
18.9	18.1	0.000291	170.76	0.000291	0.025
17.7	19.7	0.000229	27.272	0.000229	0.025
16.5	21.3	0.001124	13.966	0.001124	0.025
20.2	18.2	0.000539	148.54	0.000539	0.025
19	19.8	0.000335	176.79	0.000335	0.025
17.8	21.5	0.001094	10.707	0.001094	0.025
21.5	18.2	0.001116	145.11	0.001116	0.025
20.3	19.9	0.000402	151.32	0.000402	0.025
19.1	21.6	0.000799	7.5278	0.000799	0.025
17.9	23.2	0.001227	15.641	0.001227	0.025
21.6	19.9	0.000885	150.7	0.000885	0.025
20.5	21.6	0.000436	5.7956	0.000436	0.025
19.2	23.4	0.001226	12.909	0.001226	0.025
22.9	20	0.001572	160.13	0.001572	0.025
21.8	21.7	0.000544	169.94	0.000544	0.025
20.6	23.4	0.000835	11.59	0.000835	0.025
24.2	20	0.001774	164.86	0.001774	0.025
23.1	21.7	0.000787	156.02	0.000787	0.025
22	23.5	0.000585	9.1052	0.000585	0.025
20.8	25.2	0.00036	15.493	0.00036	0.025
24.4	21.8	0.00069	161.72	0.00069	0.025
23.3	23.5	0.000744	10.427	0.000744	0.025
22.2	25.3	0.000428	37.054	0.000428	0.025
25.7	21.7	7.3e-05	6.8665	7.3e-05	0.025
24.6	23.6	0.000811	5.4372	0.000811	0.025
23.5	25.3	0.000681	31.312	0.000681	0.025
26.9	21.7	0.000672	66.918	0.000672	0.025
25.9	23.5	0.000663	4.9836	0.000663	0.025
24.8	25.4	0.000809	14.983	0.000809	0.025
23.7	27.1	0.000981	106.18	0.000981	0.025
