# year jday BAZ_deg epi_deg hdepth_km eq_lon_degE eq_lat_degN pp_lon_degE pp_lat_degN phi_NdegE dt_sec SI SI_err thick_bar
2006	237	243.11619	98.95736	184.3	-67.03	-24.41	-16.85272	34.69603	NaN	NaN	0.43956	0.14318	0.18
2006	197	243.94119	105.45282	10	-72.54	-28.72	-16.3366	35.53084	NaN	NaN	0.1699	0.04858	0.18
2016	207	244.4789	102.39444	68.5	-70.65	-26.11	-16.90317	35.38416	NaN	NaN	-0.07785	0.03528	0.18
2000	334	245.48996	101.61564	58.2	-70.89	-24.87	-17.33372	35.59304	NaN	NaN	-0.23217	0.03868	0.18
1996	110	245.5649	100.43657	50	-70.09	-23.94	-17.51477	35.49973	NaN	NaN	-0.63942	0.059	0.18
2008	35	248.04702	97.57189	43.5	-70.04	-20.17	-18.66568	35.9784	NaN	NaN	-0.21115	0.08323	0.18
2001	186	253.60451	96.9882	62	-73.99	-16.09	-20.44357	37.66229	NaN	NaN	0.78786	0.11195	0.18
2013	268	254.17791	97.17289	45.8	-74.56	-15.85	-20.59402	37.85732	NaN	NaN	-0.50186	0.12279	0.18
2014	236	254.30644	95.60271	101	-73.58	-14.59	-20.82587	37.78794	NaN	NaN	-0.19029	0.01785	0.18
2005	269	262.29449	90.75472	115	-76.4	-5.68	-23.72076	40.17566	NaN	NaN	0.07792	0.10172	0.18
1997	227	285.50574	109.07841	10	-105.7	-4.37	-24.844	49.45056	NaN	NaN	-0.63691	0.15592	0.18
2006	288	344.21176	110.34947	38.9	-155.93	19.88	-7.29041	68.31269	NaN	NaN	0.07518	0.0851	0.18
