stacode;stalat;stalon;evdate;evlat;evlon;phase;phiSCerrmin;phiSC;phiSCerrmax;dtSCerrmin;dtSC;dtSCerrmax;SIerrmin;SI;SIerrmax;SIdiff;pair;ppCMBlat;ppCMBlon;misori;filterlow;filterhigh
SA19;66.5654;22.1788;01-Nov-2014;-19.7000;-177.7900;SKS;49.55;63.38;81.91;0.98;1.40;1.86;1.57660;1.76296;1.94933;NaN;same;73.4660;34.2990;NaN;0.067;0.200
SA19;66.5654;22.1788;07-May-2015;-7.2300;154.5500;SKKS;-3.03;20.45;37.42;0.68;1.12;1.80;-0.88218;-0.79515;-0.70812;0.606957401;disc;69.0117;92.1250;NaN;0.067;0.200
SA19;66.5654;22.1788;07-May-2015;-7.2300;154.5500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10116;-0.02391;0.05334;0.606957401;disc;71.4111;53.2247;NaN;0.067;0.200
SA19;66.5654;22.1788;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06090;0.09193;0.12296;NaN;same;68.5512;93.0263;NaN;0.067;0.260
SA19;66.5654;22.1788;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23310;-0.14352;-0.05395;NaN;same;71.3853;55.7129;NaN;0.067;0.260
SA21;66.0406;25.0304;31-Aug-2016;-3.6900;152.7900;SKKS;-19.21;1.99;27.30;0.46;0.70;1.14;-0.63963;-0.54904;-0.45844;NaN;same;67.1842;93.2783;3.4;0.067;0.200
SA21;66.0406;25.0304;31-Aug-2016;-3.6900;152.7900;SKS;-15.17;9.99;35.39;0.44;0.64;0.98;-0.75518;-0.68093;-0.60668;NaN;same;70.3001;58.2970;3.4;0.067;0.200
SA23;65.9262;20.3008;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.05023;0.12277;0.19531;NaN;same;69.0787;90.0642;NaN;0.067;0.200
SA23;65.9262;20.3008;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15662;-0.08253;-0.00844;NaN;same;71.1785;51.7884;NaN;0.067;0.200
SA25;65.6723;14.2249;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.21901;-0.17663;-0.13426;NaN;same;71.5216;85.4369;NaN;0.067;0.200
SA25;65.6723;14.2249;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.11926;-0.03370;0.05186;NaN;same;72.0991;42.8801;NaN;0.067;0.200
SA29;65.2879;19.8452;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.11666;-0.04143;0.03379;NaN;same;69.0217;87.8188;NaN;0.067;0.200
SA29;65.2879;19.8452;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.05941;0.14031;0.22121;NaN;same;70.6708;50.0337;NaN;0.067;0.200
SA30;65.0923;21.4977;20-Oct-2015;-14.8400;167.3100;SKS;61.69;73.34;87.98;0.60;0.80;1.06;0.75310;0.81723;0.88137;0.766613921;disc;71.1001;40.6811;NaN;0.067;0.200
SA30;65.0923;21.4977;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.14628;-0.07990;-0.01352;0.766613921;disc;73.5114;84.8180;NaN;0.067;0.200
SA31;64.9911;18.5010;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.22921;-0.16619;-0.10317;NaN;same;69.4469;86.0915;NaN;0.067;0.200
SA31;64.9911;18.5010;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00733;0.08708;0.16684;NaN;same;70.6440;47.6360;NaN;0.067;0.200
SA32;64.9876;13.5813;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03922;0.02260;0.08442;NaN;same;71.5218;82.6954;NaN;0.067;0.200
SA32;64.9876;13.5813;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15661;-0.04107;0.07447;NaN;same;71.5339;40.6851;NaN;0.067;0.200
SA36;64.4402;24.5172;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.21895;0.06854;0.35604;NaN;same;51.6200;-18.4611;NaN88;0.067;0.200
SA36;64.4402;24.5172;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04386;0.13133;0.21879;NaN;same;59.9521;-0.5148;NaN88;0.067;0.200
SA36;64.4402;24.5172;31-Aug-2016;-3.6900;152.7900;SKKS;-21.24;17.93;43.48;0.38;0.70;1.50;-0.52888;-0.44346;-0.35803;0.464019432;disc;66.6713;88.8390;NaN88;0.067;0.200
SA36;64.4402;24.5172;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.10599;0.14164;0.17729;0.464019432;disc;68.9331;54.7896;NaN88;0.067;0.200
SA39;64.0718;14.0906;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26823;-0.19947;-0.13072;NaN;same;70.8890;80.0962;NaN;0.067;0.200
SA39;64.0718;14.0906;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.06136;0.05554;0.17244;NaN;same;70.5122;39.7671;NaN;0.067;0.200
SA44;63.7052;12.3484;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06438;0.12751;0.19063;NaN;same;71.4609;77.4865;NaN10;0.067;0.200
SA44;63.7052;12.3484;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.30440;-0.14393;0.01655;NaN;same;70.4365;36.7784;NaN10;0.067;0.240
SA46;63.4896;18.0945;23-Aug-2016;-7.2800;122.4500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.19325;-0.09425;0.00476;NaN;same;56.3978;71.3430;NaN;0.067;0.240
SA46;63.4896;18.0945;23-Aug-2016;-7.2800;122.4500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.11738;0.18692;0.25647;NaN;same;62.3347;49.6746;NaN;0.067;0.200
SA49;63.1749;21.2788;31-Aug-2016;-3.6900;152.7900;SKKS;-19.21;-8.91;3.03;0.76;1.02;1.32;-0.74090;-0.63950;-0.53809;0.421840058;disc;67.3680;83.2283;NaN4.2;0.067;0.200
SA49;63.1749;21.2788;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.11625;-0.01162;0.09300;0.421840058;disc;68.3483;48.4361;NaN4.2;0.067;0.220
SA56;62.4859;16.3087;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03696;0.07745;0.11793;NaN;same;48.6259;-22.1268;NaN;0.067;0.220
SA56;62.4859;16.3087;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.08240;-0.02968;0.02304;NaN;same;57.2815;-5.7549;NaN;0.067;0.200
SA56;62.4859;16.3087;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.25378;-0.16935;-0.08492;NaN;same;69.0936;77.2503;NaN;0.067;0.200
SA56;62.4859;16.3087;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.16072;-0.04494;0.07083;NaN;same;68.5289;40.5629;NaN;0.067;0.200
SA60;61.6930;17.3793;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07611;0.12920;0.18229;NaN;same;48.2074;-20.7325;NaN;0.067;0.200
SA60;61.6930;17.3793;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.17842;-0.06761;0.04320;NaN;same;56.7033;-4.2057;NaN;0.067;0.200
SA60;61.6930;17.3793;23-Aug-2016;-7.2800;122.4500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.25291;-0.13996;-0.02702;NaN;same;55.4461;68.4770;NaN;0.067;0.200
SA60;61.6930;17.3793;23-Aug-2016;-7.2800;122.4500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03400;0.07937;0.12475;NaN;same;60.8954;46.9456;NaN;0.067;0.200
SA60;61.6930;17.3793;31-Aug-2016;-3.6900;152.7900;SKS;67.75;77.65;-92.02;0.90;1.28;1.68;0.68216;0.86015;1.03814;0.450418372;disc;67.5427;41.0220;NaN;0.067;0.200
SA60;61.6930;17.3793;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.11338;0.17256;0.23174;0.450418372;disc;68.1594;76.1118;NaN;0.067;0.200
SA61;61.5934;21.4622;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.19401;-0.12970;-0.06539;NaN;same;49.3773;-17.7446;1.9;0.067;0.200
SA61;61.5934;21.4622;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08432;0.15993;0.23554;NaN;same;57.4281;-0.0483;1.9;0.067;0.200
SA61;61.5934;21.4622;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03433;0.02995;0.09424;NaN;same;66.3600;79.5593;1.9;0.067;0.200
SA61;61.5934;21.4622;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12736;0.19469;0.26202;NaN;same;66.7444;46.4962;1.9;0.067;0.200
SA63;61.1340;13.9566;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.12833;-0.08027;-0.03221;NaN;same;46.6067;-22.7497;NaN;0.067;0.260
SA63;61.1340;13.9566;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03269;0.02419;0.08107;NaN;same;55.4025;-7.3150;NaN;0.067;0.260
SA63;61.1340;13.9566;23-Aug-2016;-7.2800;122.4500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.13225;0.01078;0.15382;NaN;same;56.3788;65.1895;NaN;0.067;0.240
SA63;61.1340;13.9566;23-Aug-2016;-7.2800;122.4500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26141;-0.17445;-0.08750;NaN;same;61.2100;42.4180;NaN;0.067;0.240
SA64;61.0537;25.0399;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.11999;-0.05266;0.01466;NaN;same;69.0899;76.0515;0.3;0.067;0.200
SA64;61.0537;25.0399;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.14195;-0.07062;0.00072;NaN;same;66.2549;41.4916;0.3;0.067;0.200
SA64;61.0537;25.0399;25-Jul-2016;-26.1100;-70.6500;SKKS;13.15;25.40;39.44;0.72;1.00;1.32;-0.86383;-0.74270;-0.62158;0.65338201;disc;50.0360;-14.5896;0.3;0.067;0.220
SA64;61.0537;25.0399;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03181;0.06654;0.10127;0.65338201;disc;57.5749;3.9316;0.3;0.067;0.220
SA65;61.0535;15.7698;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03494;0.04476;0.12446;NaN;same;45.8196;-21.5037;NaN;0.091;0.200
SA65;61.0535;15.7698;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.10291;0.16691;0.23092;NaN;same;54.5499;-7.0325;NaN;0.067;0.200
SA65;61.0535;15.7698;31-Aug-2016;-3.6900;152.7900;SKS;75.84;-87.77;-69.78;0.62;0.92;1.22;0.92203;1.01407;1.10610;0.979238865;disc;67.1378;37.9888;NaN;0.067;0.200
SA65;61.0535;15.7698;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26810;-0.16265;-0.05720;0.979238865;disc;68.4424;72.9290;NaN;0.067;0.200
SA67;60.4158;22.4439;25-Jul-2016;-26.1100;-70.6500;SKS;-71.80;-57.05;-45.51;0.62;0.80;0.98;0.74880;0.79867;0.84855;0.565286696;disc;56.3998;1.5835;NaN0.3;0.067;0.200
SA67;60.4158;22.4439;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00101;0.09226;0.18351;0.565286696;disc;48.5909;-15.9882;NaN0.3;0.067;0.200
SGF;67.4421;26.5261;25-Aug-2006;-24.4100;-67.0300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.24402;-0.19521;-0.14640;NaN;same;55.0904;-20.0567;NaN;0.067;0.240
SGF;67.4421;26.5261;25-Aug-2006;-24.4100;-67.0300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.02291;0.03183;0.08656;NaN;same;63.6002;-0.1337;NaN;0.067;0.240
SGF;67.4421;26.5261;21-Jul-2007;-22.1500;-65.7800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23145;-0.15609;-0.08073;NaN;same;54.7348;-20.4904;NaN;0.067;0.180
SGF;67.4421;26.5261;21-Jul-2007;-22.1500;-65.7800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12359;0.18274;0.24189;NaN;same;63.2831;-1.1862;NaN;0.067;0.180
SGF;67.4421;26.5261;12-Jul-2010;-22.1500;-68.2000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.24518;-0.17906;-0.11294;NaN;same;55.4031;-21.6348;NaN;0.067;0.240
SGF;67.4421;26.5261;12-Jul-2010;-22.1500;-68.2000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.20676;-0.13979;-0.07283;NaN;same;63.7645;-1.3922;NaN;0.067;0.240
SGF;67.4421;26.5261;28-Apr-2012;-18.6800;-174.7100;SKKS;51.57;78.36;-81.91;0.50;0.80;1.30;0.15458;0.30062;0.44666;NaN;same;80.1186;99.1126;NaN;0.067;0.220
SGF;67.4421;26.5261;28-Apr-2012;-18.6800;-174.7100;SKS;59.66;76.36;-90.00;0.70;1.00;1.40;0.63988;0.74046;0.84105;NaN;same;74.5350;40.5991;NaN;0.067;0.220
SGF;67.4421;26.5261;21-Dec-2012;-14.3400;167.2900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08566;0.18782;0.28997;NaN;same;72.6142;97.3319;NaN;0.067;0.200
SGF;67.4421;26.5261;21-Dec-2012;-14.3400;167.2900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01666;0.12807;0.23949;NaN;same;72.9233;51.4572;NaN;0.067;0.200
SGF;67.4421;26.5261;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.06790;-0.02274;0.02241;NaN;same;72.6017;96.9455;NaN;0.067;0.200
SGF;67.4421;26.5261;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.10262;0.15260;0.20259;NaN;same;72.8746;51.2605;NaN;0.067;0.200
SGF;67.4421;26.5261;31-Aug-2016;-3.6900;152.7900;SKKS;-11.12;13.11;37.42;0.50;0.70;1.10;-0.67656;-0.61773;-0.55891;0.341759616;disc;67.1160;97.8155;NaN;0.067;0.200
SGF;67.4421;26.5261;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.21715;-0.17151;-0.12587;0.341759616;disc;71.2018;63.2093;NaN;0.067;0.200
SKAR;60.6800;8.3040;06-Apr-2013;-3.5200;138.4800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.32518;-0.18492;-0.04465;NaN;same;65.2428;64.8693;NaN;0.067;0.200
SKAR;60.6800;8.3040;06-Apr-2013;-3.5200;138.4800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.05045;0.17295;0.29545;NaN;same;65.6830;33.0888;NaN;0.067;0.240
SLIT;57.6287;22.2905;24-May-2010;-8.0800;-71.5600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.17557;-0.08494;0.00569;NaN;same;48.1156;-21.4299;NaN;0.067;0.240
SLIT;57.6287;22.2905;24-May-2010;-8.0800;-71.5600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.11588;-0.06551;-0.01514;NaN;same;54.2065;-4.8849;NaN;0.067;0.200
SLIT;57.6287;22.2905;21-Sep-2013;-7.2600;119.9600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.07410;0.00740;0.08891;NaN;same;49.6114;67.2528;NaN;0.067;0.200
SLIT;57.6287;22.2905;21-Sep-2013;-7.2600;119.9600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08356;0.12217;0.16079;NaN;same;55.2523;49.4704;NaN;0.067;0.200
SLIT;57.6287;22.2905;31-Aug-2016;-3.6900;152.7900;SKS;87.98;-82.06;-75.84;0.90;1.20;1.40;0.83609;0.91957;1.00305;0.649825616;disc;62.5463;43.2564;NaN;0.067;0.200
SLIT;57.6287;22.2905;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08232;0.13429;0.18627;0.649825616;disc;63.2262;72.1725;NaN;0.067;0.200
SOLU;63.2470;17.2580;05-Jun-2016;-4.5800;125.6200;SKKS;-67.75;-56.49;-49.55;0.98;1.22;1.48;1.08132;1.20324;1.32517;NaN;same;57.8894;72.8966;NaN;0.067;0.200
SOLU;63.2470;17.2580;05-Jun-2016;-4.5800;125.6200;SKS;-79.89;-64.49;-53.60;0.94;1.30;1.68;1.09614;1.25642;1.41670;NaN;same;63.2111;49.8414;NaN;0.067;0.200
STAV;58.9350;5.7020;31-Aug-2016;-3.6900;152.7900;SKKS;-25.28;-11.61;-1.01;1.24;1.58;1.98;-1.28009;-1.13827;-0.99646;NaN;same;71.2248;55.8551;NaN;0.067;0.200
STAV;58.9350;5.7020;31-Aug-2016;-3.6900;152.7900;SKS;-39.44;-21.61;9.10;0.56;0.94;1.66;-0.82187;-0.74154;-0.66120;NaN;same;66.1975;21.6140;NaN;0.067;0.200
STEI;67.9300;15.2420;21-Jul-2014;-19.7800;-178.4400;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01094;0.05701;0.10308;NaN;same;83.6295;88.6552;18;0.067;0.200
STEI;67.9300;15.2420;21-Jul-2014;-19.7800;-178.4400;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08466;0.17318;0.26169;NaN;same;75.4073;24.6516;18;0.067;0.200
STEI;67.9300;15.2420;01-Nov-2014;-19.7000;-177.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07403;0.12055;0.16708;NaN;same;83.9259;89.7149;18;0.067;0.200
STEI;67.9300;15.2420;01-Nov-2014;-19.7000;-177.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03188;-0.00249;0.02690;NaN;same;75.4805;24.2866;18;0.067;0.200
STEI;67.9300;15.2420;24-Sep-2016;-19.8500;-178.2700;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.02412;0.09261;0.16110;NaN;same;83.7014;88.6182;18;0.067;0.200
STEI;67.9300;15.2420;24-Sep-2016;-19.8500;-178.2700;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.05825;0.10879;0.15934;NaN;same;75.4150;24.5435;18;0.067;0.200
STEI;67.9300;15.2420;09-May-2017;-14.6000;167.3800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18876;-0.16047;-0.13218;NaN;same;77.5753;92.9621;18;0.067;0.200
STEI;67.9300;15.2420;09-May-2017;-14.6000;167.3800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.08998;-0.03101;0.02797;NaN;same;75.0192;35.5133;18;0.067;0.200
STEI;67.9300;15.2420;17-Jun-2017;-24.1000;179.5900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23350;-0.15275;-0.07199;NaN;same;82.4550;83.4574;18;0.067;0.200
STEI;67.9300;15.2420;17-Jun-2017;-24.1000;179.5900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03433;-0.00068;0.03298;NaN;same;74.6138;24.9327;18;0.067;0.260
SUE;61.0570;4.7610;31-Aug-2016;-3.6900;152.7900;SKKS;-33.37;-13.33;7.08;0.52;0.74;1.04;-0.62709;-0.48065;-0.33421;0.034810665;disc;73.2005;61.0662;NaN;0.067;0.260
SUE;61.0570;4.7610;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.29940;-0.18850;-0.07761;0.034810665;disc;68.6515;22.2422;NaN;0.067;0.200
SUF;62.7191;26.1506;21-Jul-2007;-22.1500;-65.7800;SKKS;21.24;47.09;63.71;0.50;0.80;1.20;-0.92934;-0.83792;-0.74649;0.510939354;disc;50.6143;-15.6331;NaN;0.067;0.200
SUF;62.7191;26.1506;21-Jul-2007;-22.1500;-65.7800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23556;-0.04899;0.13757;0.510939354;disc;58.5393;2.2568;NaN;0.067;0.200
SUF;62.7191;26.1506;08-Jul-2008;-15.9900;-71.7500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.14050;-0.07923;-0.01797;NaN;same;52.8288;-20.4004;NaN;0.067;0.200
SUF;62.7191;26.1506;08-Jul-2008;-15.9900;-71.7500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.12223;-0.05960;0.00303;NaN;same;59.8368;-0.7097;NaN;0.067;0.200
SUF;62.7191;26.1506;12-Jul-2010;-22.1500;-68.2000;SKKS;19.21;31.19;47.53;0.50;0.70;0.80;-0.83953;-0.78657;-0.73361;0.802087119;disc;51.3517;-16.4620;NaN;0.067;0.200
SUF;62.7191;26.1506;12-Jul-2010;-22.1500;-68.2000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06848;0.17439;0.28030;0.802087119;disc;59.0273;2.1905;NaN;0.067;0.200
SUF;62.7191;26.1506;02-Aug-2012;-8.4100;-74.2600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.05239;0.10647;0.26532;NaN;same;54.1653;-24.6643;NaN;0.067;0.200
SUF;62.7191;26.1506;02-Aug-2012;-8.4100;-74.2600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10712;0.00325;0.11361;NaN;same;60.5210;-4.7898;NaN;0.067;0.200
SVAU;64.4940;19.5750;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.22724;-0.16018;-0.09312;NaN;same;73.9846;80.8069;NaN;0.067;0.200
SVAU;64.4940;19.5750;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.01902;0.10619;0.23139;NaN;same;70.7008;37.2872;NaN;0.067;0.260
SVAU;64.4940;19.5750;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09123;0.04186;0.17495;NaN;same;50.1010;-21.7140;NaN;0.067;0.260
SVAU;64.4940;19.5750;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10540;0.03569;0.17678;NaN;same;58.9180;-5.3456;NaN;0.067;0.260
SVAU;64.4940;19.5750;31-Aug-2016;-3.6900;152.7900;SKKS;-13.15;3.00;23.26;0.70;0.90;1.18;-0.90907;-0.84899;-0.78890;0.598984893;disc;68.7680;85.4161;NaN;0.067;0.260
SVAU;64.4940;19.5750;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18992;-0.12481;-0.05971;0.598984893;disc;69.9582;48.2365;NaN;0.067;0.200
TOF;66.0800;24.3300;21-Jul-2014;-19.7800;-178.4400;SKKS;47.53;61.04;77.87;0.50;0.60;0.90;0.48244;0.53031;0.57818;NaN;same;78.6479;86.7155;NaN;0.067;0.200
TOF;66.0800;24.3300;21-Jul-2014;-19.7800;-178.4400;SKS;51.57;59.04;69.78;0.90;1.10;1.40;0.94979;1.01605;1.08230;NaN;same;72.6346;37.3576;NaN;0.067;0.200
TOF;66.0800;24.3300;07-May-2015;-7.2300;154.5500;SKKS;-7.08;10.79;29.33;0.80;1.10;1.40;-1.20449;-1.03663;-0.86877;0.929729329;disc;67.9336;91.9850;NaN;0.067;0.200
TOF;66.0800;24.3300;07-May-2015;-7.2300;154.5500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06096;0.17891;0.29686;0.929729329;disc;70.5218;55.0695;NaN;0.067;0.200
TOF;66.0800;24.3300;23-Aug-2016;-7.2800;122.4500;SKKS;19.21;29.53;43.48;0.70;1.00;1.30;-1.32505;-1.12770;-0.93035;NaN;same;55.7478;78.7448;NaN;0.067;0.200
TOF;66.0800;24.3300;23-Aug-2016;-7.2800;122.4500;SKS;15.17;27.53;41.46;0.70;1.10;1.40;-1.33368;-1.18147;-1.02925;NaN;same;62.9267;59.3726;NaN;0.067;0.200
TOF;66.0800;24.3300;15-Apr-2017;-23.2400;-67.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.33781;-0.14569;0.04644;NaN;same;53.4392;-20.5775;NaN;0.067;0.220
TOF;66.0800;24.3300;15-Apr-2017;-23.2400;-67.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.12222;0.01064;0.14349;NaN;same;61.9017;-1.6335;NaN;0.067;0.220
TOF;66.0800;24.3300;09-May-2017;-14.6000;167.3800;SKS;71.80;83.89;-87.98;0.70;0.90;1.20;0.86216;0.93922;1.01628;0.650092432;disc;71.8272;46.1655;NaN;0.067;0.200
TOF;66.0800;24.3300;09-May-2017;-14.6000;167.3800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.09776;0.15492;0.21207;0.650092432;disc;72.9094;90.7101;NaN;0.067;0.200
TRO;69.6345;18.9077;13-Jul-2009;-9.1300;119.3200;SKKS;11.12;17.42;27.30;0.96;1.28;1.60;-1.01040;-0.92439;-0.83838;NaN;same;58.4548;79.0441;NaN;0.067;0.200
TRO;69.6345;18.9077;13-Jul-2009;-9.1300;119.3200;SKS;11.12;19.42;31.35;1.00;1.44;1.84;-1.18426;-1.03501;-0.88576;NaN;same;66.4353;58.2833;NaN;0.067;0.200
UDD;60.0900;13.6070;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.05164;0.00672;0.06509;NaN;same;73.1340;58.9331;NaN;0.067;0.200
UDD;60.0900;13.6070;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10469;-0.03175;0.04119;NaN;same;66.4041;25.1939;NaN;0.067;0.200
UDD;60.0900;13.6070;31-Aug-2016;-3.6900;152.7900;SKKS;-9.10;0.34;11.12;0.74;0.86;0.98;-0.92188;-0.87106;-0.82025;0.576074272;disc;68.7189;68.1710;NaN;0.067;0.240
UDD;60.0900;13.6070;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.24417;-0.17586;-0.10755;0.576074272;disc;66.4518;33.9135;NaN;0.067;0.240
